Price,Close,High,Low,Open,Volume
Ticker,AGG,AGG,AGG,AGG,AGG
Date,,,,,
2006-03-16,53.44276428222656,53.47488645605183,53.287500300884744,53.330332589126314,122000
2006-03-17,53.324947357177734,53.42667296301051,53.271409069527145,53.42667296301051,253400
2006-03-20,53.303550720214844,53.405276363252376,53.292844692652956,53.378505167281126,460900
2006-03-21,53.164344787597656,53.351730880059385,53.12686756910531,53.31425366156704,165400
2006-03-22,53.26070022583008,53.38919292632995,53.244635064146955,53.33565464151411,117200
2006-03-23,53.21795654296875,53.39998783126728,53.21795654296875,53.378571664752855,168700
2006-03-24,53.30892562866211,53.48560578456183,53.2714483911724,53.31428068679279,109300
2006-03-27,53.35173034667969,53.405268646174875,53.2714208550817,53.38385250943471,190100
2006-03-28,53.21795654296875,53.346449457339254,53.16441816904072,53.32503329082482,181600
2006-03-29,53.11082458496094,53.22326037210803,53.00910299783154,53.175073022657536,370200
2006-03-30,52.869930267333984,53.12692008008503,52.843159048502706,53.06267160571864,857800
2006-03-31,53.04654312133789,53.094726352367886,52.95552762847504,52.95552762847504,154000
2006-04-03,52.994441986083984,53.03744048973732,52.89769740314549,52.95681932052807,175400
2006-04-04,53.064308166503906,53.14492522388784,52.99443458268793,53.02668550620393,499500
2006-04-05,53.1019172668457,53.18791013961713,53.04816710823199,53.18791013961713,195900
2006-04-06,53.05893325805664,53.1019317564558,52.99443551045791,53.09655591901528,282000
2006-04-07,52.88154983520508,52.978294373954476,52.763306054449025,52.978294373954476,250100
2006-04-10,52.833213806152344,52.84933722295102,52.7042182706353,52.7042182706353,267400
2006-04-11,52.940670013427734,52.98904023095753,52.81167866612063,52.93529417795965,194800
2006-04-12,52.89235305786133,53.015968694179804,52.78485674305707,52.89772479817769,171400
2006-04-13,52.78487014770508,52.860115536893964,52.69887717458901,52.77412256377789,182200
2006-04-17,52.870811462402344,52.88155903499486,52.69882159698918,52.806313725161715,109200
2006-04-18,52.833213806152344,52.940705985186085,52.81708628878987,52.87083647887053,205900
2006-04-19,52.88154983520508,52.913796647934504,52.72568340607765,52.89230150648898,233000
